,Unnamed: 0,paper_id,title,citation_count,author_names,author_ids,orignal_paper_id
328,9449,31e4f4553f8146d4f2991bc0a89c2daf183df174,Two-Processor Scheduling with Start-Times and Deadlines,246,"['M. Garey', 'David S. Johnson']","['145634459', '2150444582']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
329,1679,f12368f74d287baa56e7d8d65561d42746d91724,Nonce-Based Symmetric Encryption,246,['P. Rogaway'],['1719446'],683c8f5c60916751bb23f159c86c1f2d4170e43f
330,1879,e1024fd05ef26610fd52f8f14df323b9ced53215,Non-interactive cryptocomputing for NC/sup 1/,245,"['T. Sander', 'A. Young', 'M. Yung']","['6773103', '113556551', '144068857']",683c8f5c60916751bb23f159c86c1f2d4170e43f
332,9317,007089460cf583bc9ae297878d36bf23721e71c9,Flowshop scheduling with limited temporary storage,244,"['C. Papadimitriou', 'P. Kanellakis']","['144102674', '2310222']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
334,2849,111df2d8bfae2a06d593317c6aa60f90f9a3e0a4,Privacy-Preserving Classification of Customer Data without Loss of Accuracy,244,"['Zhiqiang Yang', 'Sheng Zhong', 'R. Wright']","['2109645079', '2053864130', '1701402']",683c8f5c60916751bb23f159c86c1f2d4170e43f
335,1313,c97b510e1d6ab10f9ea1915afe699c4b7e1ec042,Possibility and Impossibility Results for Encryption and Commitment Secure under Selective Opening,242,"['M. Bellare', 'D. Hofheinz', 'Scott Yilek']","['1703441', '1768896', '2187026']",683c8f5c60916751bb23f159c86c1f2d4170e43f
337,879,99afa3a5498f1520d42eac1ff889cf4dd91ce233,A Survey on Private Information Retrieval,240,['W. Gasarch'],['1740486'],f9b4a25845d741076f189480143af29f7b195373
339,621,b0386dce0af09b91f5b24393d294e7066323d44e,Pseudorandom generators for space-bounded computations,239,['N. Nisan'],['1689609'],f9b4a25845d741076f189480143af29f7b195373
341,903,68a41c88cfffb9b417b368713d76f03185531386,List decoding of error correcting codes,237,['V. Guruswami'],['1721077'],f9b4a25845d741076f189480143af29f7b195373
342,8089,8ebb88cc1d8df6d37e06be95b0d9c9c07b0e2663,The importance of being biased,235,"['Irit Dinur', 'S. Safra']","['1699356', '1697937']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
344,2040,c6121161510bd96e4103319feb5f7c355f85beb9,Everything Provable is Provable in Zero-Knowledge,234,"['M. Ben-Or', 'Oded Goldreich', 'S. Goldwasser', 'J. Håstad', 'J. Kilian', 'S. Micali', 'P. Rogaway']","['1397302210', '1707322', '1706681', '1689438', '144747292', '1689467', '1719446']",683c8f5c60916751bb23f159c86c1f2d4170e43f
346,1795,f70d86036ff541386b2270cdf68bf2a8997b9db7,Session-Key Generation Using Human Passwords Only,231,"['Oded Goldreich', 'Yehuda Lindell']","['1707322', '1682750']",683c8f5c60916751bb23f159c86c1f2d4170e43f
348,1262,9afdf8c0e664b2275a4f5d9e6ad50caf736a33f9,Format-Preserving Encryption,230,"['M. Bellare', 'Thomas Ristenpart', 'P. Rogaway', 'Till Stegers']","['1703441', '1707461', '1719446', '2540684']",683c8f5c60916751bb23f159c86c1f2d4170e43f
349,1901,4596abba117ef70c14ce38f7836ecd99bd985b0d,Efficient Communication-Storage Tradeoffs for Multicast Encryption,229,"['R. Canetti', 'T. Malkin', 'Kobbi Nissim']","['1749530', '1769717', '145725600']",683c8f5c60916751bb23f159c86c1f2d4170e43f
354,1646,4ec033ccbe2e16986a943c33323bd57c872da6a5,Deciding knowledge in security protocols under equational theories,228,"['M. Abadi', 'V. Cortier']","['145832079', '2365563']",683c8f5c60916751bb23f159c86c1f2d4170e43f
355,502,63bb817f57ddf283d0ea110f65d5c7a58fdcf609,In search of an easy witness: exponential time vs. probabilistic polynomial time,227,"['R. Impagliazzo', 'Valentine Kabanets', 'A. Wigderson']","['1735759', '2347317', '1718867']",f9b4a25845d741076f189480143af29f7b195373
362,9173,cff0da8f71b1f632f2ec9bb5d4de13b25a0f04cb,Improving the performance guarantee for approximate graph coloring,219,['A. Wigderson'],['1718867'],9fb53a3bdfb47230eeaf7d956b1a238db5cba690
363,8770,34ba351caeeff3b20c1877a524c651e94323e549,On the Hardness of Approximating the Chromatic Number,219,"['S. Khanna', 'N. Linial', 'S. Safra']","['144335444', '1722243', '1697937']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
365,526,fbab554b59861c4829d6c6b3fb256dc667ef712f,Extracting all the randomness and reducing the error in Trevisan's extractors,216,"['R. Raz', 'Omer Reingold', 'S. Vadhan']","['1742705', '1746057', '1723744']",f9b4a25845d741076f189480143af29f7b195373
367,1470,38faaf1f8b61c2d6876ff0e35a6011ea4feeefb6,Evaluating Branching Programs on Encrypted Data,216,"['Yuval Ishai', 'Anat Paskin-Cherniavsky']","['1688856', '1403841377']",683c8f5c60916751bb23f159c86c1f2d4170e43f
368,8773,f2be999f55fae0c8d189565b29a975d71df7bf67,On the hardness of approximating minimization problems,214,"['C. Lund', 'M. Yannakakis']","['144595468', '1748179']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
369,8251,d5e4729e6cf5f7a7038230cb039ff769f5d43b26,Finding and certifying a large hidden clique in a semirandom graph,214,"['U. Feige', 'Robert Krauthgamer']","['1684495', '1737712']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
372,9536,6c2038c2e6a5e1bc9be654407c7fe541e041738b,Minimizing Total Costs in One-Machine Scheduling,213,"['A. Kan', 'B. Lageweg', 'J. Lenstra']","['145071526', '2365706', '1997069']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
373,495,0ab01684bf9fc4fce0ccbc5be8013b0fc1b82a77,Simple extractors for all min-entropies and a new pseudo-random generator,213,"['Ronen Shaltiel', 'C. Umans']","['1803387', '8259074']",f9b4a25845d741076f189480143af29f7b195373
374,9186,442b4821d78b04fab8999069c2c97ebcedaa9b34,"Steiner trees, partial 2-trees, and minimum IFI networks",213,"['Joseph A. Wald', 'C. Colbourn']","['31739614', '1809509']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
375,1942,952b69d6c71cbbdd7efaab713426a2f2687aefcc,A Practical Mix,213,['M. Jakobsson'],['2836467'],683c8f5c60916751bb23f159c86c1f2d4170e43f
377,1849,1333422818ac3d6f1a1b437bbf8d1f67615daf1d,Lower bounds on the efficiency of generic cryptographic constructions,212,"['R. Gennaro', 'L. Trevisan']","['144724945', '145340992']",683c8f5c60916751bb23f159c86c1f2d4170e43f
378,1908,33399b1f68699af2f47daff24c3806e563f3440a,Chinese remaindering with errors,212,"['Oded Goldreich', 'D. Ron', 'M. Sudan']","['1707322', '1735952', '1748838']",683c8f5c60916751bb23f159c86c1f2d4170e43f
381,9282,b59a2ae98053a756b08b67815c3a5afa2d5ac7f3,Edge-Deletion Problems,210,['M. Yannakakis'],['1748179'],9fb53a3bdfb47230eeaf7d956b1a238db5cba690
382,1673,274a445a7bff615a82a25850814671bc92e4679a,Algorithmic Tamper-Proof (ATP) Security: Theoretical Foundations for Security against Hardware Tampering,210,"['R. Gennaro', 'Anna Lysyanskaya', 'T. Malkin', 'S. Micali', 'T. Rabin']","['144724945', '1783286', '1769717', '1689467', '1693109']",683c8f5c60916751bb23f159c86c1f2d4170e43f
383,3063,0b891b8e6cfef7400e0009a136b64581adadf89b,Group signature schemes and payment systems based on the discrete logarithm problem,210,['J. Camenisch'],['1696783'],683c8f5c60916751bb23f159c86c1f2d4170e43f
389,2028,e0aa68473c2fb370c430d493ca1a497e9ae60220,On the random-self-reducibility of complete sets,207,"['J. Feigenbaum', 'L. Fortnow']","['1751820', '1691447']",683c8f5c60916751bb23f159c86c1f2d4170e43f
390,1890,ef76b7b10180c94286e5213b24c546ef65a9ff07,Two Party RSA Key Generation,205,['N. Gilboa'],['21047852'],683c8f5c60916751bb23f159c86c1f2d4170e43f
392,1692,a04824d41787c24a8705998381b0728ecd2a7797,Secure and private sequence comparisons,205,"['M. Atallah', 'F. Kerschbaum', 'Wenliang Du']","['1719237', '1682949', '3656182']",683c8f5c60916751bb23f159c86c1f2d4170e43f
393,2884,1a528a9a6342b601e340f5487a237915634c4218,Code-Based Game-Playing Proofs and the Security of Triple Encryption,205,"['M. Bellare', 'P. Rogaway']","['1703441', '1719446']",683c8f5c60916751bb23f159c86c1f2d4170e43f
394,590,06807657daadd2c90a9603dcad6f8996c4035516,Pseudorandomness for network algorithms,204,"['R. Impagliazzo', 'N. Nisan', 'A. Wigderson']","['1735759', '1689609', '1718867']",f9b4a25845d741076f189480143af29f7b195373
395,8865,68d9c34857fff83857d691b51ad9a44dd0ecda77,Simulating BPP using a general weak random source,204,['David Zuckerman'],['144879318'],9fb53a3bdfb47230eeaf7d956b1a238db5cba690
398,1589,35efb546670d6bf4509f716161aee6a422f56945,Smooth Projective Hashing and Two-Message Oblivious Transfer,203,"['S. Halevi', 'Y. Kalai']","['1808458', '1784514']",683c8f5c60916751bb23f159c86c1f2d4170e43f
400,2053,51a80f6eafb9d366bf729a44acff42313eaec041,Solving Simultaneous Modular Equations of Low Degree,200,['J. Håstad'],['1689438'],683c8f5c60916751bb23f159c86c1f2d4170e43f
401,1467,c14a99cb16e2765e4dccdfe73ebd9ace3e6b7244,Securely Obfuscating Re-Encryption,199,"['S. Hohenberger', 'G. Rothblum', 'Abhi Shelat', 'V. Vaikuntanathan']","['1808829', '2551824', '2208880', '1749858']",683c8f5c60916751bb23f159c86c1f2d4170e43f
402,1808,fb8eb7d0ac3f486d726534ba548f969f73f5c0bb,Secure multiparty computation of approximations,199,"['J. Feigenbaum', 'Yuval Ishai', 'T. Malkin', 'Kobbi Nissim', 'M. Strauss', 'R. Wright']","['1751820', '1688856', '1769717', '145725600', '145542622', '1701402']",683c8f5c60916751bb23f159c86c1f2d4170e43f
404,1558,339f6e56853f70e2f28f27c24227b05be9ed87c1,On the impossibility of obfuscation with auxiliary input,197,"['S. Goldwasser', 'Y. Kalai']","['1706681', '1784514']",683c8f5c60916751bb23f159c86c1f2d4170e43f
405,510,6b1d31b08b2bb88acd726aa33d221c5374b73741,Extracting randomness from samplable distributions,197,"['L. Trevisan', 'S. Vadhan']","['145340992', '1723744']",f9b4a25845d741076f189480143af29f7b195373
408,923,7856eaea68d99a77d9e42688d64a55dd70b551ee,On Yao's XOR-Lemma,195,"['Oded Goldreich', 'N. Nisan', 'A. Wigderson']","['1707322', '1689609', '1718867']",f9b4a25845d741076f189480143af29f7b195373
409,593,deafa5c29d9160a1c6f14892537435e7c9faba56,BPP has subexponential time simulations unlessEXPTIME has publishable proofs,195,"['L. Babai', 'L. Fortnow', 'N. Nisan', 'A. Wigderson']","['1794932', '1691447', '1689609', '1718867']",f9b4a25845d741076f189480143af29f7b195373
410,8775,2e3c160e2a7b4b347dc9ad9296dd7b9890811444,"Survivable networks, linear programming relaxations and the parsimonious property",194,"['M. Goemans', 'D. Bertsimas']","['1694388', '1713217']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
411,609,b7149955b58c71733abcadb4597436e990e232dc,Pseudorandom bits for constant depth circuits,194,['N. Nisan'],['1689609'],f9b4a25845d741076f189480143af29f7b195373
412,1902,2aaca4847a1e0da30b8922a9280cf812a7a02490,An Efficient Threshold Public Key Cryptosystem Secure Against Adaptive Chosen Ciphertext Attack,194,"['R. Canetti', 'S. Goldwasser']","['1749530', '1706681']",683c8f5c60916751bb23f159c86c1f2d4170e43f
413,9142,2aef3318842c74fa1a9b78f4a0ebcd13a9c2849f,Updates of Relational Views,193,"['S. Cosmadakis', 'C. Papadimitriou']","['1782207', '144102674']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
414,5233,c70dc4877522506764961b313c74da846a49ec4f,Consistency Thresholds for the Planted Bisection Model,192,"['Elchanan Mossel', 'Joe Neeman', 'A. Sly']","['1688109', '1836319', '2955052']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
416,1838,ade33f1bcad1b5d000cd462d9b152d773402c040,Encode-Then-Encipher Encryption: How to Exploit Nonces or Redundancy in Plaintexts for Efficient Cryptography,192,"['M. Bellare', 'P. Rogaway']","['1703441', '1719446']",683c8f5c60916751bb23f159c86c1f2d4170e43f
417,473,3bb8bc42df2fb8fe11daf969d76c09350a1f6a4a,Approximation of functions over redundant dictionaries using coherence,192,"['A. Gilbert', 'S. Muthukrishnan', 'M. Strauss']","['1795861', '144963537', '145542622']",f9b4a25845d741076f189480143af29f7b195373
418,781,12051371fcb1d4ffdd3066d784d965bf00cc92e6,Candidate One-Way Functions Based on Expander Graphs,191,['Oded Goldreich'],['1707322'],f9b4a25845d741076f189480143af29f7b195373
419,7692,182b409ebc56ef891ed8c6d60452e4a1f3415812,The complexity of Kemeny elections,191,"['E. Hemaspaandra', 'Holger Spakowski', 'Jörg Vogel']","['5689289', '1746405', '50544743']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
420,407,3f8230ce1fde8d841ec26ff5682f19539052ad2a,Average-Case Complexity,190,"['Andrej Bogdanov', 'L. Trevisan']","['152896569', '145340992']",f9b4a25845d741076f189480143af29f7b195373
422,7649,37ce75d65748fd41956356d97f56af4279e91ca3,On the complexity of approximating k-set packing,190,"['Elad Hazan', 'S. Safra', 'O. Schwartz']","['34840427', '1697937', '14411446']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
423,3016,8c27d94c42a774e4fe577a5780c5dc6082ddee0d,Robust and Efficient Sharing of RSA Functions,190,"['R. Gennaro', 'T. Rabin', 'Stanislaw Jarecki', 'H. Krawczyk']","['144724945', '1693109', '1720978', '4451238']",683c8f5c60916751bb23f159c86c1f2d4170e43f
426,9080,5c2c16599ad058aa6d718d68f05f215b28f0aa16,"How to Prove all NP-Statements in Zero-Knowledge, and a Methodology of Cryptographic Protocol Design",189,"['Oded Goldreich', 'S. Micali', 'A. Wigderson']","['1707322', '1689467', '1718867']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
427,1888,9be7a72a2839237d355b51162c7b8f8fc2dc6b47,Separability and Efficiency for Generic Group Signature Schemes,189,"['J. Camenisch', 'M. Michels']","['1696783', '2535356']",683c8f5c60916751bb23f159c86c1f2d4170e43f
429,1384,88efaf3ef10a18152c56912bccdc93f75be91d82,Cryptography and Game Theory: Designing Protocols for Exchanging Information,188,"['Gillat Kol', 'M. Naor']","['2301097', '1693267']",683c8f5c60916751bb23f159c86c1f2d4170e43f
430,9517,7968c69b12d8b2f6f5d3c8ffe1d77e7abf87784e,On Two Problems in the Generation of Program Test Paths,188,"['H. Gabow', 'Shachindra N. Maheswari', 'L. Osterweil']","['1736088', '21479890', '1774539']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
431,2062,d6fbc5de4b74cc36692b23095244e0b7349cc10b,The Notion of Security for Probabilistic Cryptosystems,187,"['S. Micali', 'C. Rackoff', 'B. Sloan']","['1689467', '1693615', '29553492']",683c8f5c60916751bb23f159c86c1f2d4170e43f
432,8701,afd98915befed154952122841986257f05e21a62,Improved non-approximability results,187,"['M. Bellare', 'M. Sudan']","['1703441', '1748838']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
433,1193,42eb2845cbf3b94af728d9a7e04a69f9a383fbe9,Circular and Leakage Resilient Public-Key Encryption Under Subgroup Indistinguishability (or: Quadratic Residuosity Strikes Back),187,"['Zvika Brakerski', 'S. Goldwasser']","['1780678', '1706681']",683c8f5c60916751bb23f159c86c1f2d4170e43f
435,3064,6c3d714dfe827b9392449eccee47d841547f4f65,Chameleon Hashing and Signatures,186,"['H. Krawczyk', 'T. Rabin']","['4451238', '1693109']",683c8f5c60916751bb23f159c86c1f2d4170e43f
438,8453,d53900f653dc24e521fcb7f677d84ea4ac2dbbe2,Nearly linear time approximation schemes for Euclidean TSP and other geometric problems,185,['Sanjeev Arora'],['145563465'],9fb53a3bdfb47230eeaf7d956b1a238db5cba690
443,1015,edf7a98b9e8338e03b5909d7e6214c4971276d3b,Semantic Security for the Wiretap Channel,182,"['M. Bellare', 'Stefano Tessaro', 'A. Vardy']","['1703441', '2066559728', '1688009']",683c8f5c60916751bb23f159c86c1f2d4170e43f
444,7588,dbfcda1597ebdccae18cb6628e02212fb0d5d9bb,Methodologies and Algorithms for Group-Rankings Decision,182,"['D. Hochbaum', 'Asaf Levin']","['1717379', '145269840']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
445,2813,2dfb1ab9e6855cd5a4431eee13912c7bd44a8f67,A survey of algebraic properties used in cryptographic protocols,182,"['V. Cortier', 'S. Delaune', 'P. Lafourcade']","['2365563', '1705720', '3438430']",683c8f5c60916751bb23f159c86c1f2d4170e43f
446,536,1201d9a5f7887d1305db451ea4da38631c1dc5f6,Randomness vs. time: de-randomization under a uniform assumption,181,"['R. Impagliazzo', 'A. Wigderson']","['1735759', '1718867']",f9b4a25845d741076f189480143af29f7b195373
449,1324,6bcedff6d9ce934f55e7cdb00bf785f0338cfc9a,Chosen-Ciphertext Security via Correlated Products,180,"['Alon Rosen', 'G. Segev']","['1718821', '145541206']",683c8f5c60916751bb23f159c86c1f2d4170e43f
450,5074,473d48947bdffaaa0d375e121003aaa4bdf53dad,Proof of the Satisfiability Conjecture for Large k,180,"['Jian Ding', 'A. Sly', 'Nike Sun']","['144164703', '2955052', '1793132']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
451,1889,218f763e00f2b826450cfbb5e23fe5f73ac92239,Adaptive Security for Threshold Cryptosystems,179,"['R. Canetti', 'R. Gennaro', 'Stanislaw Jarecki', 'H. Krawczyk', 'T. Rabin']","['1749530', '144724945', '1720978', '4451238', '1693109']",683c8f5c60916751bb23f159c86c1f2d4170e43f
452,1828,df9976d23a782a9506b31f3bef917b9604871a41,Improving Lattice Based Cryptosystems Using the Hermite Normal Form,178,['Daniele Micciancio'],['1803836'],683c8f5c60916751bb23f159c86c1f2d4170e43f
453,1840,195b082adc9b469853d8416566d06c97d13b3791,"Verifiable Encryption, Group Encryption, and Their Applications to Separable Group Signatures and Signature Sharing Schemes",178,"['J. Camenisch', 'I. Damgård']","['1696783', '1729265']",683c8f5c60916751bb23f159c86c1f2d4170e43f
455,1218,b1fb7355d2eb9b6cae30c77fed98b959ac2b385d,Efficient Set Operations in the Presence of Malicious Adversaries,176,"['Carmit Hazay', 'Kobbi Nissim']","['3228981', '145725600']",683c8f5c60916751bb23f159c86c1f2d4170e43f
456,9220,0b8c13ce330d1fdd7b762f29948a660d81aaff4f,The complexity of finding maximum disjoint paths with length constraints,175,"['A. Itai', 'Y. Perl', 'Y. Shiloach']","['1736744', '1708427', '1802924']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
458,934,8b755b3779ec660a2a8bf4564347c64e39775c4e,Private Database Queries Using Somewhat Homomorphic Encryption,175,"['D. Boneh', 'Craig Gentry', 'S. Halevi', 'Frank Wang', 'David J. Wu']","['1752788', '145310230', '1808458', '2112315889', '25629078']",683c8f5c60916751bb23f159c86c1f2d4170e43f
460,2760,22ed33b9108ee432bf2155d5b474f70960fe3d3f,Fast Variants of RSA,174,['D. Boneh'],['1752788'],683c8f5c60916751bb23f159c86c1f2d4170e43f
464,1723,b90b62ee735922edd08207d38036aedcda956e08,"Simulation in Quasi-Polynomial Time, and Its Application to Protocol Composition",173,['R. Pass'],['1811683'],683c8f5c60916751bb23f159c86c1f2d4170e43f
465,9238,877e282d16d2f1aa657c8840514df781ee46abc2,The complexity of restricted spanning tree problems,173,"['C. Papadimitriou', 'M. Yannakakis']","['144102674', '1748179']",9fb53a3bdfb47230eeaf7d956b1a238db5cba690
466,516,ad92a85ee0225866d8bb26c16356dd37637212b9,Circuit minimization problem,173,"['Valentine Kabanets', 'Jin-Yi Cai']","['2347317', '1678402']",f9b4a25845d741076f189480143af29f7b195373
467,2069,2d5f7fac84dbcbed6377b10238adabf6623d78ca,A Knapsack Type Public Key Cryptosystem Based On Arithmetic in Finite Fields,172,"['B. Chor', 'R. Rivest']","['1722541', '2113911099']",683c8f5c60916751bb23f159c86c1f2d4170e43f
468,1574,3651c9ffbe19fdb4be6a6ebabfec5fc34c9b164f,A Formal Treatment of Onion Routing,171,"['J. Camenisch', 'Anna Lysyanskaya']","['1696783', '1783286']",683c8f5c60916751bb23f159c86c1f2d4170e43f
469,575,be7e0fe3aba245a8f079c356f9e5c8b0b36337e2,Synthesizers and their application to the parallel construction of pseudo-random functions,171,"['M. Naor', 'Omer Reingold']","['1693267', '1746057']",f9b4a25845d741076f189480143af29f7b195373
470,1593,e23528dd18f95b39816f68421ed1e8a261c65be5,Correcting errors without leaking partial information,171,"['Y. Dodis', 'Adam D. Smith']","['1776839', '39765787']",683c8f5c60916751bb23f159c86c1f2d4170e43f
472,1127,f6bb41163155b4ec7c19f0bc0dc1372b4abe663a,Careful with Composition: Limitations of the Indifferentiability Framework,171,"['Thomas Ristenpart', 'H. Shacham', 'Thomas Shrimpton']","['1707461', '1786752', '8644086']",683c8f5c60916751bb23f159c86c1f2d4170e43f
473,1719,58ac87b6a332fcf1ea53e1195944e02782928277,Strengthening Zero-Knowledge Protocols Using Signatures,170,"['J. Garay', 'P. MacKenzie', 'Ke Yang']","['1727286', '1711305', '143781496']",683c8f5c60916751bb23f159c86c1f2d4170e43f
474,1881,978dace10a6766a3181fca87f1c3fd83b7709aef,Magic functions,170,"['C. Dwork', 'M. Naor', 'Omer Reingold', 'L. Stockmeyer']","['1781565', '1693267', '1746057', '1678332']",683c8f5c60916751bb23f159c86c1f2d4170e43f
475,567,953c90e428238edd52d230ffcf61bccff452a65a,"Order-Revealing Encryption: New Constructions, Applications, and Lower Bounds",170,"['Kevin Lewi', 'David J. Wu']","['1745781', '25629078']",683c8f5c60916751bb23f159c86c1f2d4170e43f
477,1447,6e4cd89487120e9d574ddd48b0c4bf5a064b534b,Property Testing: A Learning Theory Perspective,167,['D. Ron'],['1735952'],683c8f5c60916751bb23f159c86c1f2d4170e43f
479,1886,2e3681d22f85ceb6d7e74e9c3758d26f45f3c14a,"Non-malleable Encryption: Equivalence between Two Notions, and an Indistinguishability-Based Characterization",166,"['M. Bellare', 'A. Sahai']","['1703441', '1695851']",683c8f5c60916751bb23f159c86c1f2d4170e43f
484,2336,87c6557bb8c822c54f64691d8d1a6ae9c149a4bb,The Hunting of the SNARK,165,"['Nir Bitansky', 'R. Canetti', 'A. Chiesa', 'S. Goldwasser', 'Huijia Lin', 'A. Rubinstein', 'Eran Tromer']","['3142333', '1749530', '3275651', '1706681', '3596858', '38651679', '2337345']",683c8f5c60916751bb23f159c86c1f2d4170e43f
485,1876,78f3aa214dc51ba7f1ae765551c704e2384641d0,Efficient Public-Key Cryptosystems Provably Secure Against Active Adversaries,165,"['Pascal Paillier', 'D. Pointcheval']","['1701587', '1736322']",683c8f5c60916751bb23f159c86c1f2d4170e43f
486,1765,bc8e47a3c19898a102f1caa04b9ceb2ed903706e,Private Authentication,164,['M. Abadi'],['145832079'],683c8f5c60916751bb23f159c86c1f2d4170e43f
487,2070,b6ea6a1cbe294b19f4b31e7265bf1514f99f84e5,On the security of multi-party ping-pong protocols,164,"['S. Even', 'Oded Goldreich']","['1733075', '1707322']",683c8f5c60916751bb23f159c86c1f2d4170e43f
489,867,7ba1e1810713e03f8e42268f5bfd336dc0e2c36a,Two-Round Secure MPC from Indistinguishability Obfuscation,163,"['Sanjam Garg', 'Craig Gentry', 'S. Halevi', 'Mariana Raykova']","['38430392', '145310230', '1808458', '1702744']",683c8f5c60916751bb23f159c86c1f2d4170e43f
490,1857,88c2b4780628a5ea04bccc398550cf0d4a8ae51a,A Cryptographic Solution to a Game Theoretic Problem,162,"['Y. Dodis', 'S. Halevi', 'T. Rabin']","['1776839', '1808458', '1693109']",683c8f5c60916751bb23f159c86c1f2d4170e43f
491,485,984e90c5ba7b70e1bfd58891a10a83fe42919f6b,Pseudorandomness and Average-Case Complexity Via Uniform Reductions,162,"['L. Trevisan', 'S. Vadhan']","['145340992', '1723744']",f9b4a25845d741076f189480143af29f7b195373
493,1945,1c812bbd144949e04ac586d9158fb7b6f9ee1190,Non-interactive and non-malleable commitment,161,"['G. D. Crescenzo', 'Yuval Ishai', 'R. Ostrovsky']","['5783387', '1688856', '1748224']",683c8f5c60916751bb23f159c86c1f2d4170e43f
495,826,34bb73725d9191c01f83661f3e3be7c3222b10eb,Security of Symmetric Encryption against Mass Surveillance,160,"['M. Bellare', 'K. Paterson', 'P. Rogaway']","['1703441', '1726285', '1719446']",683c8f5c60916751bb23f159c86c1f2d4170e43f
497,1014,49e0c84fb5a6c6adae8ff1b385600c41bb07cd8c,Tightly secure signatures and public-key encryption,160,"['D. Hofheinz', 'Tibor Jager']","['1768896', '152457114']",683c8f5c60916751bb23f159c86c1f2d4170e43f
498,1208,2259124b262ccb6db24488dd590dde30b277afb5,Public-key cryptography from different assumptions,160,"['Benny Applebaum', 'B. Barak', 'A. Wigderson']","['1748330', '1697211', '1718867']",683c8f5c60916751bb23f159c86c1f2d4170e43f
501,687,8665850d0c1d750b23ebae720ecfe028bf2b2955,Indistinguishability Obfuscation from the Multilinear Subgroup Elimination Assumption,159,"['Craig Gentry', 'Allison Bishop', 'A. Sahai', 'Brent Waters']","['145310230', '145071454', '1695851', '145778768']",683c8f5c60916751bb23f159c86c1f2d4170e43f
502,962,3934442c534faa289fe9f74558e4ba992201e125,Succinct Non-Interactive Arguments via Linear Interactive Proofs,159,"['Nir Bitansky', 'A. Chiesa', 'Yuval Ishai', 'R. Ostrovsky', 'Omer Paneth']","['3142333', '3275651', '1688856', '1748224', '1795143']",683c8f5c60916751bb23f159c86c1f2d4170e43f
504,1866,4ce0ddd4ae207912b608e55631e7988b85a03cf3,On the Limits of Nonapproximability of Lattice Problems,159,"['Oded Goldreich', 'S. Goldwasser']","['1707322', '1706681']",683c8f5c60916751bb23f159c86c1f2d4170e43f
505,1824,7538e70c3c648eae969591acba4ef60f37b2674b,A Cost-Effective Pay-Per-Multiplication Comparison Method for Millionaires,159,['M. Fischlin'],['1696055'],683c8f5c60916751bb23f159c86c1f2d4170e43f
507,1874,730b1067373eabada9ad038b5135e9ad21111b39,Resettable Zero-Knowledge,158,"['R. Canetti', 'Oded Goldreich', 'S. Goldwasser', 'S. Micali']","['1749530', '1707322', '1706681', '1689467']",683c8f5c60916751bb23f159c86c1f2d4170e43f
509,1557,666ce9229809e3a69a9cc3d59c2aac9dc6cd37a5,Rational secure computation and ideal mechanism design,158,"['S. Izmalkov', 'S. Micali', 'M. Lepinski']","['2122504', '1689467', '1813481']",683c8f5c60916751bb23f159c86c1f2d4170e43f
510,632,2d9be6317313cce7f268e9a94d68a9324765ed21,Practical Order-Revealing Encryption with Limited Leakage,158,"['Nathan Chenette', 'Kevin Lewi', 'Stephen A. Weis', 'David J. Wu']","['2296489', '1745781', '40616911', '25629078']",683c8f5c60916751bb23f159c86c1f2d4170e43f
511,625,ce0873c326dc6f8b947dc40ae6df8492ef105cb5,A note on the power of threshold circuits,158,['Eric Allender'],['1760644'],f9b4a25845d741076f189480143af29f7b195373
512,1810,dcd8daeb324a4754e6abbc961a06c44bcc7decda,On the power of nonlinear secret-sharing,158,"['A. Beimel', 'Yuval Ishai']","['1729686', '1688856']",683c8f5c60916751bb23f159c86c1f2d4170e43f
513,1788,dbc416795d8fd784d86b5fc75081d443379082d7,Formal Eavesdropping and Its Computational Interpretation,158,"['M. Abadi', 'J. Jürjens']","['145832079', '1722943']",683c8f5c60916751bb23f159c86c1f2d4170e43f
514,1715,e1240a47c4dbffeadae3ab3d5fc8d2c74a4eedb8,Oblivious signature-based envelope,157,"['Ninghui Li', 'Wenliang Du', 'D. Boneh']","['1740882', '3656182', '1752788']",683c8f5c60916751bb23f159c86c1f2d4170e43f
